Node,fill_ratio
0.0,0.0
53.0,0.3042422429595377
115.0,0.3046137691733707
71.0,0.29214464853521815
300.0,0.289751452913768
63.0,0.2912291401980419
235.0,0.3109823217156622
185.0,0.28093450968738076
141.0,0.31171107608941095
179.0,0.2713490317738959
280.0,0.3143559810763267
134.0,0.2587799816000169
238.0,0.32518332202674705
287.0,0.24929222914887494
173.0,0.32533033076326434
298.0,0.22879816549162246
223.0,0.3308980248526492
80.0,0.19967378215835974
184.0,0.3567533266935893
204.0,0.1987156815341724
215.0,0.3584657285442726
166.0,0.1959828624191452
76.0,0.3663618432936917
144.0,0.18485445552552704
5.0,0.3745401188473625
51.0,0.18340450985343382
176.0,0.388677289689482
50.0,0.18182496720710062
289.0,0.41038292303562973
94.0,0.17052412368729153
270.0,0.42754101835854963
18.0,0.15601864044243652
121.0,0.4401524937396013
25.0,0.15599452033620265
77.0,0.45606998421703593
118.0,0.09767211400638387
0.0,9.993206611595056
